,ABQ_DNI,ABQ_TEMP,ABQ_Timestamp,ABQ_WSPD,RSK_DNI,RSK_TEMP,RSK_Timestamp,RSK_WSPD,S1_Gfront,S1_celltemp,S1_dcP,S2_Gfront,S2_celltemp,S2_dcP,S3_Gfront,S3_celltemp,S3_dcP,S4_GPOAeff,S4_Gfront,S4_Grear,S4_celltemp,S4_dcP,S5_Gfront,S5_celltemp,S5_dcP,S6_GPOAeff,S6_Gfront,S6_Grear,S6_celltemp,S6_dcP
2153,457.0304362,22.1835,2019-03-31 18:00:00-07:00,2.800866673,2.200085879,7.271866237,3/31/2020 18:00,3.396100272,124.1266876,25.41707034,394.029797,124.1266876,25.41707034,394.029797,61.31157548,8.807363203,1650.093788,66.03776453,61.27880837,7.321471016,9.149483363,1726.47468,52.6401209,8.590193898,1408.893815,57.20391774,52.63773463,7.024897095,8.89831523,1459.742566
2154,0,20.99249983,2019-03-31 19:00:00-07:00,0,0,6.841886824,3/31/2020 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,0,0,2019-03-31 20:00:00-07:00,0,0,0,3/31/2020 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,0,0,2019-03-31 21:00:00-07:00,0,0,0,3/31/2020 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,0,0,2019-03-31 22:00:00-07:00,0,0,0,3/31/2020 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,0,0,2019-03-31 23:00:00-07:00,0,0,0,3/31/2020 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,0,0,2019-04-01 00:00:00-07:00,0,0,0,4/1/2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,0,0,2019-04-01 01:00:00-07:00,0,0,0,4/1/2019 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,0,0,2019-04-01 02:00:00-07:00,0,0,0,4/1/2019 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,0,0,2019-04-01 03:00:00-07:00,0,0,0,4/1/2019 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,0,0,2019-04-01 04:00:00-07:00,0,0,0,4/1/2019 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,0,0,2019-04-01 05:00:00-07:00,0,0,0,4/1/2019 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,0,13.08599987,2019-04-01 06:00:00-07:00,0,85.86635205,0.688888889,4/1/2019 6:00,0.041269843,0,0,0,0,0,0,10.07354902,1.004704079,259.8729939,10.85017193,10.07023167,1.199908093,1.058237888,272.9598409,9.237124242,0.978481379,237.3640434,10.27566282,9.236695439,1.598411356,1.038681113,252.9000474
2166,331.282945,14.15749997,2019-04-01 07:00:00-07:00,2.653649984,422.6965725,1.904444432,4/1/2019 7:00,0.249722226,67.03451124,15.92094215,216.9916689,67.03451124,15.92094215,216.9916689,164.6591387,6.994247131,4643.309835,165.209894,162.973922,3.439956955,7.465221572,4489.710701,38.42671457,3.092258222,1041.827497,43.25824944,38.42477985,7.436107055,3.36046791,1117.815522
2167,537.2947749,16.39683334,2019-04-01 08:00:00-07:00,2.577949999,702.7348189,4.136388908,4/1/2019 8:00,0.371666671,289.0917721,24.04018307,951.9996806,289.0917721,24.04018307,951.9996806,677.133257,24.89528973,18239.52368,678.0126121,671.527879,9.976512556,26.80749502,17539.65001,231.664046,11.23852265,6483.583274,245.3050614,231.6412974,21.0211754,12.33879839,6485.094962
2168,713.7850606,18.23549995,2019-04-01 09:00:00-07:00,3.348016663,822.6332611,6.851666688,4/1/2019 9:00,0.301388892,562.1393482,32.35857747,1805.563835,562.1393482,32.35857747,1805.563835,843.1598471,32.82368786,21916.15136,860.1112055,843.1929757,26.02804582,35.72122609,21436.33643,470.0601378,21.33102299,12808.95421,493.757601,470.0367332,36.49364279,23.42459854,12670.93728
2169,406.1836627,19.14849997,2019-04-01 10:00:00-07:00,4.830633334,890.5901272,7.481111128,4/1/2019 10:00,0.930555558,623.6905221,33.36587603,1995.399072,623.6905221,33.36587603,1995.399072,815.6004688,31.55903098,21325.45869,838.0427604,815.6016549,34.52477768,34.67032677,20982.32305,676.0338949,27.43878717,18004.70467,707.7315433,676.0020298,48.81463616,30.44254753,17693.25146
2170,755.1520727,19.71333338,2019-04-01 11:00:00-07:00,4.211066673,924.558174,8.209166716,4/1/2019 11:00,0.92027778,923.5002587,41.63456884,2836.370427,923.5002587,41.63456884,2836.370427,742.5873754,30.14680243,19543.29902,773.2611276,742.4912939,47.33820559,33.31052981,19481.78035,826.9259442,32.638346,21514.35775,865.0129146,826.9136023,58.61432655,36.28894789,21087.76242
2171,927.6671321,20.81100003,2019-04-01 12:00:00-07:00,3.924949978,953.6367384,8.211388853,4/1/2019 12:00,1.999166659,1101.882014,47.46213264,3276.549653,1101.882014,47.46213264,3276.549653,679.2066516,26.87534455,18135.29373,718.2184898,679.2069057,60.01782174,30.21245814,18328.41901,922.4488534,33.55940995,23879.6217,963.6650864,922.4029741,63.48017269,37.7311835,23312.05125
2172,819.8536084,22.52000011,2019-04-01 13:00:00-07:00,4.371366664,957.0006227,8.242777737,4/1/2019 13:00,2.530555557,1075.102712,47.77340981,3194.570942,1075.102712,47.77340981,3194.570942,661.0041235,25.77435604,17733.51539,699.4885665,661.0034106,59.20793223,29.06951909,17933.21619,941.2509126,33.20724239,24400.05589,984.4402783,941.2366515,66.46711829,37.55374011,23820.99849
2173,15.11364328,23.1641668,2019-04-01 14:00:00-07:00,6.583350035,950.3827021,8.236944458,4/1/2019 14:00,2.531666658,320.5900787,29.69046435,1031.55312,320.5900787,29.69046435,1031.55312,711.1135371,27.09616312,18971.80857,746.2533665,711.1152835,54.05858931,30.4547536,19022.05788,891.2880555,31.87451491,23258.48004,931.33079,891.2463611,61.66835227,35.96496642,22707.65805
2174,41.88399646,22.8983332,2019-04-01 15:00:00-07:00,5.507699947,926.1966994,8.206944548,4/1/2019 15:00,2.725555555,350.3675439,30.54175516,1125.503245,350.3675439,30.54175516,1125.503245,790.7005216,28.90837818,20925.26406,817.1911049,790.4348489,41.16347083,32.28621954,20663.3265,771.8888569,28.41586753,20473.4551,807.8156648,771.8522781,55.32828721,32.00996372,20052.48193
2175,0.511118701,22.83549995,2019-04-01 16:00:00-07:00,6.453199991,877.9917555,8.113888963,4/1/2019 16:00,2.714444439,153.0069673,25.97633493,488.5605334,153.0069673,25.97633493,488.5605334,847.5620686,30.32040189,22281.69212,867.1374338,847.5536635,30.12887738,33.68002944,21788.13668,589.8213695,23.56747797,15964.84837,618.1036827,589.7911999,43.55766597,26.33767329,15706.00731
2176,237.7462015,23.1848333,2019-04-01 17:00:00-07:00,7.286566663,791.5330063,7.538888913,4/1/2019 17:00,2.601666658,258.2673036,28.21211635,831.4756714,258.2673036,28.21211635,831.4756714,829.7708379,29.44278597,21902.83846,845.2133926,829.7417579,23.80251506,32.60908911,21336.00256,363.7397058,17.14071716,10043.10306,383.2063345,363.7335202,29.95817589,18.90531969,9972.716115
2177,458.8839239,23.19766668,2019-04-01 18:00:00-07:00,6.427699979,614.0853718,6.553055573,4/1/2019 18:00,2.149722215,136.0681596,25.99535753,432.3758297,136.0681596,25.99535753,432.3758297,435.7892004,18.40835152,12012.06227,436.1393961,431.8609697,6.582194481,19.80594374,11559.32074,127.1812459,10.01291944,3505.680019,136.60368,127.1775537,14.50173268,10.70400665,3571.947675
2178,0,22.6373913,2019-04-01 19:00:00-07:00,0,0,4.925187986,4/1/2019 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,0,0,2019-04-01 20:00:00-07:00,0,0,0,4/1/2019 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,0,0,2019-04-01 21:00:00-07:00,0,0,0,4/1/2019 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,0,0,2019-04-01 22:00:00-07:00,0,0,0,4/1/2019 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,0,0,2019-04-01 23:00:00-07:00,0,0,0,4/1/2019 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,0,0,2019-04-02 00:00:00-07:00,0,0,0,4/2/2019 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,0,0,2019-04-02 01:00:00-07:00,0,0,0,4/2/2019 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,0,0,2019-04-02 02:00:00-07:00,0,0,0,4/2/2019 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,0,0,2019-04-02 03:00:00-07:00,0,0,0,4/2/2019 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,0,0,2019-04-02 04:00:00-07:00,0,0,0,4/2/2019 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,0,0,2019-04-02 05:00:00-07:00,0,0,0,4/2/2019 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,0,10.63499975,2019-04-02 06:00:00-07:00,0,80.97156498,4.482142874,4/2/2019 6:00,2.269047616,0,0,0,0,0,0,10.53452439,4.766454431,266.9285367,11.32197805,10.5264281,1.223923003,4.823991749,280.3590641,9.392615437,4.735635962,236.7179931,10.54419906,9.392178933,1.772338653,4.800507966,255.235179
2190,512.9304024,12.39183331,2019-04-02 07:00:00-07:00,1.260250003,378.053998,5.14472223,4/2/2019 7:00,2.722222216,40.15537717,13.55127751,128.5005025,40.15537717,13.55127751,128.5005025,169.0605018,9.571897188,4717.630264,169.7101358,167.3707341,3.599079577,10.14627428,4567.450718,39.78611225,6.186598233,1064.241438,44.68620201,39.78192639,7.545039405,6.461675778,1141.035568
2191,843.6356476,14.01000004,2019-04-02 08:00:00-07:00,1.395883333,645.9292026,6.158888947,4/2/2019 8:00,3.566111107,294.7914681,22.44459646,978.3319337,294.7914681,22.44459646,978.3319337,650.6416835,22.27194203,17725.61386,652.677762,645.2267268,11.46313111,24.54934752,17034.54875,225.4420639,11.74193109,6290.196243,239.296126,225.4373314,21.32122254,12.90152022,6308.31194
2192,954.1269836,14.96699994,2019-04-02 09:00:00-07:00,2.747483341,775.118033,6.652777784,4/2/2019 9:00,4.261388878,588.8725732,30.36191838,1909.340141,588.8725732,30.36191838,1909.340141,811.8201073,25.8596306,21775.87973,829.9375917,811.8490949,27.82845667,29.19248739,21241.67658,459.5200209,17.52456247,12727.34813,482.8209889,459.4972773,35.88263321,19.76538407,12565.08432
2193,1000.921158,17.11916669,2019-04-02 10:00:00-07:00,4.493600007,847.0851264,7.069444459,4/2/2019 10:00,4.397222211,831.2459887,36.48912863,2619.099859,831.2459887,36.48912863,2619.099859,803.358528,25.90788537,21545.20525,825.5182853,803.210298,34.31998049,29.32886937,21118.50778,667.1010466,22.71270113,18141.43493,698.9941422,667.091148,49.08152948,25.9172494,17790.6149
2194,1035.872702,19.33066673,2019-04-02 11:00:00-07:00,6.217766643,900.822289,7.541111098,4/2/2019 11:00,4.413055554,1009.180143,40.36161461,3112.061413,1009.180143,40.36161461,3112.061413,738.4292847,24.83906553,19900.01992,770.2064846,738.4376256,48.87516756,28.29174757,19797.35809,821.4454324,26.78374672,21943.01626,859.7768308,821.4066482,59.03105027,30.70492083,21437.80575
2195,1047.785636,20.95449998,2019-04-02 12:00:00-07:00,5.988983333,923.5194344,7.791388942,4/2/2019 12:00,4.262777791,1105.453876,44.33306321,3336.682435,1105.453876,44.33306321,3336.682435,676.8984699,23.80467397,18321.10283,716.0565117,676.8925659,60.25222427,27.23685277,18489.88643,912.4831171,29.37786444,24075.73137,953.8925211,912.4403683,63.7725428,33.6956049,23460.95799
2196,1041.172341,22.56866671,2019-04-02 13:00:00-07:00,7.474316653,923.618591,7.580501364,4/2/2019 13:00,4.902506973,1117.600639,44.06593499,3376.404203,1117.600639,44.06593499,3376.404203,659.7082857,22.54871555,17952.25062,699.6789466,659.6923697,61.51781064,25.95099845,18159.74552,929.858117,28.67818312,24605.89249,972.0159184,929.8146043,64.92509869,33.10137159,23954.30465
2197,934.1943729,23.51400007,2019-04-02 14:00:00-07:00,7.557600053,919.4836621,7.965555598,4/2/2019 14:00,4.943055562,1001.034745,42.6679027,3054.229107,1001.034745,42.6679027,3054.229107,708.5591904,23.99979253,19164.54216,744.1862028,708.5607274,54.80842371,27.46298377,19195.50103,881.9786648,27.92416325,23429.97615,922.7930372,881.9653828,62.81177601,32.14242275,22852.1093
2198,552.1162331,24.02600009,2019-04-02 15:00:00-07:00,7.192866715,898.6068848,8.905833268,4/2/2019 15:00,5.162499999,676.2410953,37.26784491,2125.338277,676.2410953,37.26784491,2125.338277,782.512767,26.36285726,20945.50285,809.5953474,782.1727978,42.18853787,29.87371999,20670.94058,763.1411664,25.93069754,20466.93239,798.6113232,763.1054322,54.62444764,29.58924235,20018.10648
2199,936.4462535,24.57000011,2019-04-02 16:00:00-07:00,7.748133334,839.7713481,9.49555552,4/2/2019 16:00,5.493333332,692.0620323,37.65356221,2171.1674,692.0620323,37.65356221,2171.1674,836.0543073,27.75140662,22235.43431,854.9543085,835.8063237,29.45843814,31.25722668,21695.52043,581.4157086,22.19118846,15830.74467,609.7692267,581.4066517,43.63473083,25.01638191,15574.21704
2200,841.2011719,24.31216672,2019-04-02 17:00:00-07:00,7.210116673,547.6157637,9.484444404,4/2/2019 17:00,5.340555552,395.2754714,32.0437967,1264.482034,395.2754714,32.0437967,1264.482034,639.8871612,23.59574239,17329.80865,656.3576544,639.8956685,25.32613226,26.32546673,17011.99996,295.0781303,15.99174081,8144.739368,311.7688396,295.0726482,25.6864484,17.48390316,8125.097917
2201,637.9570361,23.19883334,2019-04-02 18:00:00-07:00,7.807683333,171.619982,9.217777928,4/2/2019 18:00,5.261944447,102.5773098,25.13080607,323.4120005,102.5773098,25.13080607,323.4120005,195.6058723,13.55347111,5388.88776,199.6254899,194.3079401,8.180845817,14.36099921,5309.435078,81.82242479,11.03140921,2205.67119,88.5296455,81.81936404,10.32350994,11.49868683,2272.285694
2202,0,22.16315791,2019-04-02 19:00:00-07:00,0,0,8.686641184,4/2/2019 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,0,0,2019-04-02 20:00:00-07:00,0,0,0,4/2/2019 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,0,0,2019-04-02 21:00:00-07:00,0,0,0,4/2/2019 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,0,0,2019-04-02 22:00:00-07:00,0,0,0,4/2/2019 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,0,0,2019-04-02 23:00:00-07:00,0,0,0,4/2/2019 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,0,0,2019-04-03 00:00:00-07:00,0,0,0,4/3/2019 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,0,0,2019-04-03 01:00:00-07:00,0,0,0,4/3/2019 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,0,0,2019-04-03 02:00:00-07:00,0,0,0,4/3/2019 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,0,0,2019-04-03 03:00:00-07:00,0,0,0,4/3/2019 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,0,0,2019-04-03 04:00:00-07:00,0,0,0,4/3/2019 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,0,0,2019-04-03 05:00:00-07:00,0,0,0,4/3/2019 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,0.095079661,8.985555649,2019-04-03 06:00:00-07:00,2.424333307,0.256904179,7.116483405,4/3/2019 6:00,2.663736265,3.056165989,9.067188261,8.808052577,3.056165989,9.067188261,8.808052577,3.946262629,7.220226144,93.87489974,4.256639958,3.946229627,0.477554355,7.242323592,99.59354336,3.688846558,7.21345897,87.44601287,4.032451455,3.68867566,0.528885838,7.235695847,92.2738884
2214,0.079452539,9.255999947,2019-04-03 07:00:00-07:00,1.986399961,0.359827361,7.207499923,4/3/2019 7:00,2.67055555,9.002552606,9.503592678,27.37057316,9.002552606,9.503592678,27.37057316,50.79298711,8.54218472,1357.654637,53.99709083,50.69680503,5.077362763,8.803249486,1402.688621,39.87667635,8.255337365,1055.995686,43.465264,39.87464655,5.524026844,8.492007569,1098.970921
2215,724.2329148,12.93052636,2019-04-03 08:00:00-07:00,1.367921047,1.21905793,7.989444497,4/3/2019 8:00,3.021666663,269.4335366,20.65406691,899.1687425,269.4335366,20.65406691,899.1687425,95.56162162,10.44270157,2599.687968,108.2184422,95.88519073,18.97423297,11.12826259,2858.045148,88.58230566,10.26352864,2404.418417,96.11644288,88.57840949,11.59697445,10.77725056,2481.909899
2216,928.8683431,13.26566664,2019-04-03 09:00:00-07:00,2.234549999,20.56615298,8.803611101,4/3/2019 9:00,2.901666667,584.7232407,29.08283858,1906.753617,584.7232407,29.08283858,1906.753617,191.3505261,13.75518096,5262.924025,221.1619853,191.3428947,45.87552393,15.25943731,5878.638564,188.7498793,13.68788413,5190.532061,203.6709847,188.7409122,22.96934224,14.74886647,5306.334989
2217,987.5559336,14.63666668,2019-04-03 10:00:00-07:00,2.552199999,173.027859,9.961388818,4/3/2019 10:00,2.906388894,829.9034319,36.6162373,2613.388194,829.9034319,36.6162373,2613.388194,398.144461,20.2609317,10864.95554,431.5121931,398.1432191,51.33688309,22.55427054,11312.61867,376.9100795,19.71162249,10297.78952,401.171041,376.8916091,37.35297218,21.66882038,10335.99366
2218,1024.658733,16.26483328,2019-04-03 11:00:00-07:00,4.165633357,413.5039767,10.38774377,4/3/2019 11:00,3.652367688,1008.602809,40.27754923,3111.549105,1008.602809,40.27754923,3111.549105,569.0827339,24.40113105,15340.6668,604.5101097,568.9539971,54.70171163,27.34320466,15602.86839,625.1550299,25.78188423,16764.62866,659.978339,625.1418813,53.59455039,28.89899236,16602.65775
2219,1013.383896,17.51166674,2019-04-03 12:00:00-07:00,3.792166658,90.90267017,10.85555556,4/3/2019 12:00,3.274166667,1095.62245,44.2437258,3309.384563,1095.62245,44.2437258,3309.384563,398.7821223,20.92348015,10850.71509,427.7416724,398.7732747,44.56676583,23.09638786,11188.31443,448.3134952,22.17398286,12160.14919,478.4639106,448.2924954,46.41756173,24.5479238,12219.81269
2220,809.2779434,18.43900003,2019-04-03 13:00:00-07:00,3.644883327,180.3199008,11.9401114,4/3/2019 13:00,2.792757659,1004.650677,43.19023569,3057.403651,1004.650677,43.19023569,3057.403651,445.6533516,23.55588241,12012.17034,476.438949,445.6532804,47.36256709,25.92858205,12341.68967,530.5293134,25.76813938,14201.1873,563.558338,530.5154099,50.83527398,28.48644811,14192.17236
2221,390.7128322,19.46766666,2019-04-03 14:00:00-07:00,3.466950001,72.60349374,13.70999995,4/3/2019 14:00,3.341944437,656.6917898,35.83724285,2077.55989,656.6917898,35.83724285,2077.55989,366.5587841,22.92304428,9865.191322,395.1538256,366.3538743,44.30761732,24.97758206,10245.23293,404.2179668,23.86956564,10857.47824,432.1113333,404.2053481,42.93228502,26.03140396,10955.39225
2222,740.3977255,20.3708334,2019-04-03 15:00:00-07:00,3.620099992,218.6041286,13.89416655,4/3/2019 15:00,2.828055555,830.8527425,40.87371428,2564.960478,830.8527425,40.87371428,2564.960478,446.3917976,25.50196427,11927.35398,480.0720669,446.1920281,52.12313671,27.96280152,12336.30962,455.3782709,25.73564501,12159.43403,483.8005103,455.3664998,43.74463157,28.07206451,12185.5483
2223,758.3075017,21.76283325,2019-04-03 16:00:00-07:00,5.710833331,283.6741074,13.17277776,4/3/2019 16:00,2.839444441,613.8354227,34.97929841,1949.211107,613.8354227,34.97929841,1949.211107,465.877656,25.27812804,12471.01421,495.896039,465.70117,46.45364462,27.69631655,12761.61029,372.3667224,22.8483429,10028.78903,395.4115525,372.3574397,35.46786584,24.75338049,10061.14771
2224,33.88874765,21.45200005,2019-04-03 17:00:00-07:00,4.243216683,53.22568008,11.63000016,4/3/2019 17:00,1.776944439,139.4663227,24.75556348,446.2864627,139.4663227,24.75556348,446.2864627,200.2360706,17.21467552,5429.983294,222.7624704,200.1969982,34.71611102,18.53563842,5845.337085,155.5258443,15.96768692,4203.136879,167.5016877,155.5183214,18.43594823,16.82255374,4301.556195
2225,0.232392938,18.4689655,2019-04-03 18:00:00-07:00,8.030293111,4.375533355,11.48555553,4/3/2019 18:00,2.431388888,19.43566447,18.82992734,58.38828127,19.43566447,18.82992734,58.38828127,78.69701316,13.58662789,2092.239925,84.65503672,78.68218629,9.189000655,14.01948568,2189.014875,64.23985911,13.20064721,1696.009657,69.79852889,64.23671089,8.556643077,13.57479444,1759.704981
2226,0,17.17350016,2019-04-03 19:00:00-07:00,0,0,10.25559844,4/3/2019 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,0,0,2019-04-03 20:00:00-07:00,0,0,0,4/3/2019 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,0,0,2019-04-03 21:00:00-07:00,0,0,0,4/3/2019 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,0,0,2019-04-03 22:00:00-07:00,0,0,0,4/3/2019 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,0,0,2019-04-03 23:00:00-07:00,0,0,0,4/3/2019 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,0,0,2019-04-04 00:00:00-07:00,0,0,0,4/4/2019 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,0,0,2019-04-04 01:00:00-07:00,0,0,0,4/4/2019 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,0,0,2019-04-04 02:00:00-07:00,0,0,0,4/4/2019 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,0,0,2019-04-04 03:00:00-07:00,0,0,0,4/4/2019 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0,0,2019-04-04 04:00:00-07:00,0,0,0,4/4/2019 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,0,0,2019-04-04 05:00:00-07:00,0,0,0,4/4/2019 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,0.521751471,6.507749955,2019-04-04 06:00:00-07:00,8.542666554,3.722912746,8.165853725,4/4/2019 6:00,3.252032509,3.713657974,6.574540404,10.97392301,3.713657974,6.574540404,10.97392301,9.596617423,8.408491159,237.278508,10.34854691,9.595868141,1.157967342,8.462350471,250.8130566,8.928233384,8.391591977,219.9751149,9.777756216,8.927819669,1.307594688,8.445996718,231.7747641
2238,438.8207577,6.53076667,2019-04-04 07:00:00-07:00,8.515783326,61.67338292,8.077222361,4/4/2019 7:00,2.97333333,47.68377534,7.389805511,158.4554781,47.68377534,7.389805511,158.4554781,93.96665323,10.49727018,2553.908317,97.18941524,93.42741445,5.78769352,10.90341589,2559.231312,47.61261648,9.303453205,1264.330064,52.32138695,47.60960292,7.248898509,9.598688097,1326.45927
2239,718.2122365,7.962466653,2019-04-04 08:00:00-07:00,7.790499965,235.5701934,8.696666627,4/4/2019 8:00,3.285555549,289.2233108,13.41569364,998.3304454,289.2233108,13.41569364,998.3304454,361.2610249,17.8104462,9943.688269,372.2851272,359.2146037,20.10849771,19.34403011,9859.101721,163.6418496,12.82497177,4495.021593,175.3485772,163.6331226,18.02377637,13.7116401,4566.668012
2240,829.0137054,11.37233334,2019-04-04 09:00:00-07:00,4.770566672,358.8452743,10.1833333,4/4/2019 9:00,4.123055554,572.1840834,24.46673309,1904.236442,572.1840834,24.46673309,1904.236442,514.9261146,22.47691311,13981.21253,541.6349058,514.9356976,41.07570506,25.00118898,14100.69239,340.0941653,18.30289579,9326.81461,360.6259524,340.0776515,31.61277069,20.04921023,9332.594664
2241,876.2839101,12.9835,2019-04-04 10:00:00-07:00,1.719549992,474.90545,11.71833331,4/4/2019 10:00,3.943333329,808.4979006,35.61968695,2558.389845,808.4979006,35.61968695,2558.389845,608.7430277,26.42418244,16273.88397,638.3045993,608.7517483,45.46592462,29.34771167,16347.03067,531.4720671,24.55749151,14304.15986,560.7242887,531.4615107,45.0196584,27.20501577,14192.51654
2242,946.4174449,13.9673334,2019-04-04 11:00:00-07:00,1.934450007,621.6797583,12.62444432,4/4/2019 11:00,4.223333324,982.2425979,41.07541899,3020.859505,982.2425979,41.07541899,3020.859505,646.4987576,27.95813389,17173.22221,680.1155755,646.4557039,51.78441779,31.1324229,17294.53681,713.980441,29.5586678,18838.94991,750.4388657,713.9683643,56.10846381,33.04612991,18561.44011
2243,988.2624003,16.3493333,2019-04-04 12:00:00-07:00,2.527466657,602.1230459,13.33333337,4/4/2019 12:00,3.976944448,1087.078582,45.18745825,3269.607777,1087.078582,45.18745825,3269.607777,573.6228744,27.16020364,15274.61195,609.0056799,573.6223932,54.43582579,30.1235989,15546.24711,747.857769,31.36004188,19574.02011,784.8774929,747.8208323,57.01024707,34.9723787,19256.78864
2244,1003.946082,18.25016673,2019-04-04 13:00:00-07:00,2.842650033,435.0967626,13.97944446,4/4/2019 13:00,3.63027778,1103.584442,46.91957254,3290.08238,1103.584442,46.91957254,3290.08238,491.4655753,26.09916869,13119.91851,522.8320779,491.4655431,48.25620735,28.66117323,13410.52212,646.4516521,29.9211831,17020.09394,680.3021277,646.4198917,52.12651694,33.08311415,16829.2385
2245,982.0669515,19.62800001,2019-04-04 14:00:00-07:00,3.440766678,745.3682722,15.6883333,4/4/2019 14:00,3.760555551,1027.529751,45.28586694,3094.108748,1027.529751,45.28586694,3094.108748,668.3989831,32.03053026,17433.24415,703.9907619,668.3536704,54.82629469,35.32109661,17600.05993,818.5880955,35.70261852,20999.77579,857.7377708,818.5499514,60.28895289,39.60876457,20629.68847
2246,950.3735057,20.30800018,2019-04-04 15:00:00-07:00,2.679666675,681.7286165,15.9433334,4/4/2019 15:00,3.087777777,875.9451463,43.31123927,2671.32978,875.9451463,43.31123927,2671.32978,690.7928724,33.59989822,17891.04694,719.3031888,690.7638161,43.90672714,36.73302716,17878.32769,673.8359406,33.16648152,17484.29816,706.9117135,673.8022009,50.93771159,36.37488197,17253.77763
